ID,Name,Sex,Age,Height,Weight,Team,NOC,Games,Year,Season,City,Sport,Event,Medal
105793,Sandra ari,F,24,175,67,Croatia,CRO,2008 Summer,2008,Summer,Beijing,Taekwondo,Taekwondo Women's Welterweight,Bronze
105795,Georgios Saridakis,M,NA,NA,NA,Greece,GRE,1906 Summer,1906,Summer,"Athens,GR",Track and Field,"Track and Field Men's 3,000 metres Walk",Bronze
105802,Albert Saritov,M,31,188,100,Romania,ROU,2016 Summer,2016,Summer,Rio de Janeiro,Wrestling,"Wrestling Men's Heavyweight, Freestyle",Bronze
105822,Mauro Sarmiento,M,29,196,80,Italy,ITA,2012 Summer,2012,Summer,London,Taekwondo,Taekwondo Men's Welterweight,Bronze
105874,Alessio Sartori,M,27,200,100,Italy,ITA,2004 Summer,2004,Summer,"Athens,GR",Rowing,Rowing Men's Double Sculls,Bronze
105881,Nicola Sartori,M,24,188,85,Italy,ITA,2000 Summer,2000,Summer,Sydney,Rowing,Rowing Men's Double Sculls,Bronze
105942,Szvetiszlv Sasics,M,28,179,72,Hungary,HUN,1976 Summer,1976,Summer,Montreal,Modern Pentathlon,Modern Pentathlon Men's Team,Bronze
105958,Or Sasson,M,25,193,120,Israel,ISR,2016 Summer,2016,Summer,Rio de Janeiro,Judo,Judo Men's Heavyweight,Bronze
105974,"William Spencer ""Will"" Satch",M,23,198,100,Great Britain,GBR,2012 Summer,2012,Summer,London,Rowing,Rowing Men's Coxless Pairs,Bronze
106062,Tae Satoya,F,25,166,55,Japan,JPN,2002 Winter,2002,Winter,Salt Lake City,Freestyle Skiing,Freestyle Skiing Women's Moguls,Bronze
106083,Otto Satzinger,M,27,NA,NA,Austria,AUT,1906 Summer,1906,Summer,"Athens,GR",Diving,Diving Men's Platform,Bronze
106084,Jean Marlene Saubert,F,21,167,68,United States,USA,1964 Winter,1964,Winter,Innsbruck,Alpine Skiing,Alpine Skiing Women's Slalom,Bronze
106154,Christoph Sauser,M,24,181,65,Switzerland,SUI,2000 Summer,2000,Summer,Sydney,Cycling,"Cycling Men's Mountainbike, Cross-Country",Bronze
106157,Marie Maurice Jacques Alfred Sautereau,M,39,NA,NA,France,FRA,1900 Summer,1900,Summer,Paris,Croquet,"Croquet Mixed Singles, Two Balls",Bronze
106161,Dmitry Ivanovich Sautin,M,18,172,65,Unified Team,EUN,1992 Summer,1992,Summer,Barcelona,Diving,Diving Men's Springboard,Bronze
106161,Dmitry Ivanovich Sautin,M,26,172,65,Russia,RUS,2000 Summer,2000,Summer,Sydney,Diving,Diving Men's Springboard,Bronze
106161,Dmitry Ivanovich Sautin,M,26,172,65,Russia,RUS,2000 Summer,2000,Summer,Sydney,Diving,Diving Men's Platform,Bronze
106161,Dmitry Ivanovich Sautin,M,30,172,65,Russia,RUS,2004 Summer,2004,Summer,"Athens,GR",Diving,Diving Men's Springboard,Bronze
106197,Viktor Hryhorovych Savchenko,M,23,172,71,Soviet Union,URS,1976 Summer,1976,Summer,Montreal,Boxing,Boxing Men's Light-Middleweight,Bronze
106256,Jane Kara Saville (-White),F,29,164,52,Australia,AUS,2004 Summer,2004,Summer,"Athens,GR",Track and Field,Track and Field Women's 20 kilometres Walk,Bronze
106267,Nina Vasilyevna Savina,F,36,NA,NA,Soviet Union,URS,1952 Summer,1952,Summer,Helsinki,Canoeing,"Canoeing Women's Kayak Singles, 500 metres",Bronze
106296,Heikki Ilmari Savolainen,M,20,172,64,Finland,FIN,1928 Summer,1928,Summer,Amsterdam,Gymnastics,Gymnastics Men's Pommelled Horse,Bronze
106296,Heikki Ilmari Savolainen,M,24,172,64,Finland,FIN,1932 Summer,1932,Summer,Los Angeles,Gymnastics,Gymnastics Men's Individual All-Around,Bronze
106296,Heikki Ilmari Savolainen,M,24,172,64,Finland,FIN,1932 Summer,1932,Summer,Los Angeles,Gymnastics,Gymnastics Men's Parallel Bars,Bronze
106300,Amarilys Savn Carmenate,F,18,159,52,Cuba,CUB,1992 Summer,1992,Summer,Barcelona,Judo,Judo Women's Extra-Lightweight,Bronze
106300,Amarilys Savn Carmenate,F,22,159,52,Cuba,CUB,1996 Summer,1996,Summer,Atlanta,Judo,Judo Women's Extra-Lightweight,Bronze
106300,Amarilys Savn Carmenate,F,30,159,52,Cuba,CUB,2004 Summer,2004,Summer,"Athens,GR",Judo,Judo Women's Half-Lightweight,Bronze
106301,Erislandy Savn Cotilla,M,26,192,91,Cuba,CUB,2016 Summer,2016,Summer,Rio de Janeiro,Boxing,Boxing Men's Heavyweight,Bronze
106347,Aljona Sawtchenko,F,26,153,48,Germany-1,GER,2010 Winter,2010,Winter,Vancouver,Figure Skating,Figure Skating Mixed Pairs,Bronze
106347,Aljona Sawtchenko,F,30,153,48,Germany-1,GER,2014 Winter,2014,Winter,Sochi,Figure Skating,Figure Skating Mixed Pairs,Bronze
106389,Saynjargalyn Nyam-Ochir,M,26,174,73,Mongolia,MGL,2012 Summer,2012,Summer,London,Judo,Judo Men's Lightweight,Bronze
106399,"Nataliya Vyacheslavovna ""Natasha"" Sazanovich",F,27,178,70,Belarus,BLR,2000 Summer,2000,Summer,Sydney,Track and Field,Track and Field Women's Heptathlon,Bronze
106400,Sazhid Khalilrakhimovich Sazhidov,M,24,176,84,Russia,RUS,2004 Summer,2004,Summer,"Athens,GR",Wrestling,"Wrestling Men's Light-Heavyweight, Freestyle",Bronze
106413,Ole Andreas Sther,M,38,NA,NA,Norway,NOR,1908 Summer,1908,Summer,London,Shooting,"Shooting Men's Free Rifle, Three Positions, 300 metres",Bronze
106415,Lasse Stre,M,27,182,85,Norway,NOR,2002 Winter,2002,Winter,Salt Lake City,Speed Skating,"Speed Skating Men's 10,000 metres",Bronze
106427,Antonio Massimiliano Scaduto,M,30,193,93,Italy,ITA,2008 Summer,2008,Summer,Beijing,Canoeing,"Canoeing Men's Kayak Doubles, 1,000 metres",Bronze
106438,Giovanni Scalzo,M,29,180,77,Italy,ITA,1988 Summer,1988,Summer,Seoul,Fencing,"Fencing Men's Sabre, Individual",Bronze
106452,Ylenia Scapin,F,21,166,70,Italy,ITA,1996 Summer,1996,Summer,Atlanta,Judo,Judo Women's Half-Heavyweight,Bronze
106452,Ylenia Scapin,F,25,166,70,Italy,ITA,2000 Summer,2000,Summer,Sydney,Judo,Judo Women's Middleweight,Bronze
106460,"Edward Richard ""Eddie"" Scarf",M,23,180,99,Australia,AUS,1932 Summer,1932,Summer,Los Angeles,Wrestling,"Wrestling Men's Light-Heavyweight, Freestyle",Bronze
106493,Viktors erbatihs,M,33,181,145,Latvia,LAT,2008 Summer,2008,Summer,Beijing,Weightlifting,Weightlifting Men's Super-Heavyweight,Bronze
106512,Franz Schachner,M,25,176,83,Austria-1,AUT,1976 Winter,1976,Winter,Innsbruck,Luge,Luge Mixed (Men)'s Doubles,Bronze
106520,Herbert Otto Emanuel Schade,M,30,179,65,Germany,GER,1952 Summer,1952,Summer,Helsinki,Track and Field,"Track and Field Men's 5,000 metres",Bronze
106561,Frank Schaffer,M,21,188,80,East Germany,GDR,1980 Summer,1980,Summer,Moskva,Track and Field,Track and Field Men's 400 metres,Bronze
106562,"Inga ""Ine"" Schffer (Mayer-Bojana-)",F,25,NA,NA,Austria,AUT,1948 Summer,1948,Summer,London,Track and Field,Track and Field Women's Shot Put,Bronze
106587,Axel Carl Schandorff,M,23,NA,NA,Denmark,DEN,1948 Summer,1948,Summer,London,Cycling,Cycling Men's Sprint,Bronze
106605,Erich Schrer,M,29,173,82,Switzerland-1,SUI,1976 Winter,1976,Winter,Innsbruck,Bobsleigh,Bobsleigh Men's Two,Bronze
106612,Edwin Paul Scharff,M,41,NA,NA,Germany,GER,1928 Summer,1928,Summer,Amsterdam,Art Competitions,"Art Competitions Mixed Sculpturing, Medals And Reliefs",Bronze
106620,Carel Theodorus Scharten,M,50,NA,NA,Netherlands,NED,1928 Summer,1928,Summer,Amsterdam,Art Competitions,"Art Competitions Mixed Literature, Epic Works",Bronze
106621,Margo Sybranda Everdina Scharten-Antink,F,58,NA,NA,Netherlands,NED,1928 Summer,1928,Summer,Amsterdam,Art Competitions,"Art Competitions Mixed Literature, Epic Works",Bronze
106646,Sophie Celina Scheder,F,19,167,56,Germany,GER,2016 Summer,2016,Summer,Rio de Janeiro,Gymnastics,Gymnastics Women's Uneven Bars,Bronze
106659,Otto Scheff (Sochaczewsky-),M,16,NA,NA,Austria,AUT,1906 Summer,1906,Summer,"Athens,GR",Swimming,Swimming Men's One Mile Freestyle,Bronze
106659,Otto Scheff (Sochaczewsky-),M,18,NA,NA,Austria,AUT,1908 Summer,1908,Summer,London,Swimming,Swimming Men's 400 metres Freestyle,Bronze
106661,"August ""Guus"" Scheffer",M,30,NA,67,Netherlands,NED,1928 Summer,1928,Summer,Amsterdam,Weightlifting,Weightlifting Men's Middleweight,Bronze
106683,Robert Scheidt,M,39,188,76,Brazil,BRA,2012 Summer,2012,Summer,London,Sailing,Sailing Men's Two Person Keelboat,Bronze
106719,"Norbert ""Norb"" Schemansky",M,36,181,105.5,United States,USA,1960 Summer,1960,Summer,Roma,Weightlifting,Weightlifting Men's Heavyweight,Bronze
106719,"Norbert ""Norb"" Schemansky",M,40,181,105.5,United States,USA,1964 Summer,1964,Summer,Tokyo,Weightlifting,Weightlifting Men's Heavyweight,Bronze
106728,Franziska Michaela Schenk,F,19,173,67,Germany,GER,1994 Winter,1994,Winter,Lillehammer,Speed Skating,Speed Skating Women's 500 metres,Bronze
106767,"Fernando ""Xuxa"" de Queiroz Scherer",M,21,193,85,Brazil,BRA,1996 Summer,1996,Summer,Atlanta,Swimming,Swimming Men's 50 metres Freestyle,Bronze
106773,"William Harold ""Bill"" Scherr",M,27,183,100,United States,USA,1988 Summer,1988,Summer,Seoul,Wrestling,"Wrestling Men's Heavyweight, Freestyle",Bronze
106794,Michel Scheuer,M,25,NA,NA,Germany,GER,1952 Summer,1952,Summer,Helsinki,Canoeing,"Canoeing Men's Kayak Singles, 10,000 metres",Bronze
106794,Michel Scheuer,M,29,NA,NA,Germany,GER,1956 Summer,1956,Summer,Melbourne,Canoeing,"Canoeing Men's Kayak Singles, 10,000 metres",Bronze
106842,Ren Charles Schiermeyer,M,21,179,73,France,FRA,1960 Summer,1960,Summer,Roma,Wrestling,"Wrestling Men's Welterweight, Greco-Roman",Bronze
106851,Andreas Schifferer,M,27,178,92,Austria,AUT,2002 Winter,2002,Winter,Salt Lake City,Alpine Skiing,Alpine Skiing Men's Super G,Bronze
106861,Marlies Schild (-Raich),F,24,172,66,Austria,AUT,2006 Winter,2006,Winter,Torino,Alpine Skiing,Alpine Skiing Women's Slalom,Bronze
106906,"Jessicah Lee ""Jess"" Schipper",F,21,170,60,Australia,AUS,2008 Summer,2008,Summer,Beijing,Swimming,Swimming Women's 100 metres Butterfly,Bronze
106906,"Jessicah Lee ""Jess"" Schipper",F,21,170,60,Australia,AUS,2008 Summer,2008,Summer,Beijing,Swimming,Swimming Women's 200 metres Butterfly,Bronze
106922,Thorleif Schjelderup,M,28,NA,NA,Norway,NOR,1948 Winter,1948,Winter,Sankt Moritz,Ski Jumping,"Ski Jumping Men's Normal Hill, Individual",Bronze
106924,Mette Schjoldager (-Truedsson),F,27,168,61,Denmark-2,DEN,2004 Summer,2004,Summer,"Athens,GR",Badminton,Badminton Mixed Doubles,Bronze
106964,"Joseph ""Joe"" Schleimer",M,27,NA,NA,Canada,CAN,1936 Summer,1936,Summer,Berlin,Wrestling,"Wrestling Men's Welterweight, Freestyle",Bronze
106981,Gregor Schlierenzauer,M,20,182,64,Austria,AUT,2010 Winter,2010,Winter,Vancouver,Ski Jumping,"Ski Jumping Men's Normal Hill, Individual",Bronze
106981,Gregor Schlierenzauer,M,20,182,64,Austria,AUT,2010 Winter,2010,Winter,Vancouver,Ski Jumping,"Ski Jumping Men's Large Hill, Individual",Bronze
107006,Felix Adolf Schmal,M,23,NA,NA,Austria,AUT,1896 Summer,1896,Summer,"Athens,GR",Cycling,Cycling Men's 333 metres Time Trial,Bronze
107006,Felix Adolf Schmal,M,23,NA,NA,Austria,AUT,1896 Summer,1896,Summer,"Athens,GR",Cycling,"Cycling Men's 10,000 metres",Bronze
107033,Harald Schmid,M,26,187,82,West Germany,FRG,1984 Summer,1984,Summer,Los Angeles,Track and Field,Track and Field Men's 400 metres Hurdles,Bronze
107042,Kurt Schmid,M,20,190,85,Switzerland,SUI,1952 Summer,1952,Summer,Helsinki,Rowing,Rowing Men's Coxless Pairs,Bronze
107052,Rudolf Schmid,M,24,183,83,Austria-1,AUT,1976 Winter,1976,Winter,Innsbruck,Luge,Luge Mixed (Men)'s Doubles,Bronze
107077,"William David ""Bill"" Schmidt",M,24,183,100,United States,USA,1972 Summer,1972,Summer,Munich,Track and Field,Track and Field Men's Javelin Throw,Bronze
107080,Carmela Schmidt (-Ertel),F,18,173,66,East Germany,GDR,1980 Summer,1980,Summer,Moskva,Swimming,Swimming Women's 200 metres Freestyle,Bronze
107080,Carmela Schmidt (-Ertel),F,18,173,66,East Germany,GDR,1980 Summer,1980,Summer,Moskva,Swimming,Swimming Women's 400 metres Freestyle,Bronze
107081,Cerstin Schmidt (-Almonat),F,24,178,62,East Germany,GDR,1988 Winter,1988,Winter,Calgary,Luge,Luge Women's Singles,Bronze
107093,"Frederick Weber ""Fred"" Schmidt",M,20,188,84,United States,USA,1964 Summer,1964,Summer,Tokyo,Swimming,Swimming Men's 200 metres Butterfly,Bronze
107109,"Kathryn Joan ""Kate"" Schmidt",F,18,186,80,United States,USA,1972 Summer,1972,Summer,Munich,Track and Field,Track and Field Women's Javelin Throw,Bronze
107109,"Kathryn Joan ""Kate"" Schmidt",F,22,186,80,United States,USA,1976 Summer,1976,Summer,Montreal,Track and Field,Track and Field Women's Javelin Throw,Bronze
107114,Markus Schmidt,M,23,178,80,Austria,AUT,1992 Winter,1992,Winter,Albertville,Luge,Luge Men's Singles,Bronze
107127,Rainer Schmidt,M,23,176,69,East Germany,GDR,1972 Winter,1972,Winter,Sapporo,Ski Jumping,"Ski Jumping Men's Large Hill, Individual",Bronze
107164,"Hans-Ulrich ""Uli"" Schmied",M,25,187,84,East Germany,GDR,1972 Summer,1972,Summer,Munich,Rowing,Rowing Men's Double Sculls,Bronze
107164,"Hans-Ulrich ""Uli"" Schmied",M,29,187,84,East Germany,GDR,1976 Summer,1976,Summer,Montreal,Rowing,Rowing Men's Double Sculls,Bronze
107197,John Victor Schmitt,M,26,171,74,United States,USA,1928 Summer,1928,Summer,Amsterdam,Rowing,Rowing Men's Coxless Pairs,Bronze
107233,Arthur Schnabel,M,35,182,104,West Germany,FRG,1984 Summer,1984,Summer,Los Angeles,Judo,Judo Men's Open Class,Bronze
107236,Karl Schnabl,M,21,NA,NA,Austria,AUT,1976 Winter,1976,Winter,Innsbruck,Ski Jumping,"Ski Jumping Men's Normal Hill, Individual",Bronze
107246,Werner Schneeberger,M,NA,NA,NA,Switzerland,SUI,1920 Summer,1920,Summer,Antwerpen,Shooting,"Shooting Men's Free Rifle, Three Positions, 300 metres, Team",Bronze
107246,Werner Schneeberger,M,NA,NA,NA,Switzerland,SUI,1920 Summer,1920,Summer,Antwerpen,Shooting,"Shooting Men's Military Rifle, 300 metres and 600 metres, Prone, Team",Bronze
107277,Josef Schneider,M,NA,NA,NA,Switzerland,SUI,1924 Summer,1924,Summer,Paris,Rowing,Rowing Men's Single Sculls,Bronze
107297,"Verena ""Vreni"" Schneider",F,29,170,68,Switzerland,SUI,1994 Winter,1994,Winter,Lillehammer,Alpine Skiing,Alpine Skiing Women's Giant Slalom,Bronze
107303,Heinrich Schneidereit,M,21,170,82,Germany,GER,1906 Summer,1906,Summer,"Athens,GR",Weightlifting,"Weightlifting Men's Unlimited, One Hand",Bronze
107303,Heinrich Schneidereit,M,21,170,82,Germany,GER,1906 Summer,1906,Summer,"Athens,GR",Weightlifting,"Weightlifting Men's Unlimited, Two Hands",Bronze
107353,Henri Schoeman,M,24,170,59,South Africa,RSA,2016 Summer,2016,Summer,Rio de Janeiro,Triathlon,Triathlon Men's Olympic Distance,Bronze
107355,Roland Mark Schoeman,M,24,190,84,South Africa,RSA,2004 Summer,2004,Summer,"Athens,GR",Swimming,Swimming Men's 50 metres Freestyle,Bronze
107368,"Jonathan Michael ""Jon"" Schofield",M,27,182,80,Great Britain,GBR,2012 Summer,2012,Summer,London,Canoeing,"Canoeing Men's Kayak Doubles, 200 metres",Bronze
107371,Ren Schfisch,M,22,188,86,East Germany,GDR,1984 Winter,1984,Winter,Sarajevo,Speed Skating,"Speed Skating Men's 5,000 metres",Bronze
107371,Ren Schfisch,M,22,188,86,East Germany,GDR,1984 Winter,1984,Winter,Sarajevo,Speed Skating,"Speed Skating Men's 10,000 metres",Bronze
107424,Rainer Schnfelder,M,28,176,88,Austria,AUT,2006 Winter,2006,Winter,Torino,Alpine Skiing,Alpine Skiing Men's Slalom,Bronze
107424,Rainer Schnfelder,M,28,176,88,Austria,AUT,2006 Winter,2006,Winter,Torino,Alpine Skiing,Alpine Skiing Men's Combined,Bronze
107530,Andreas Schrder,M,28,188,130,East Germany,GDR,1988 Summer,1988,Summer,Seoul,Wrestling,"Wrestling Men's Super-Heavyweight, Freestyle",Bronze
107564,Martina Schrter,F,19,181,71,East Germany,GDR,1980 Summer,1980,Summer,Moskva,Rowing,Rowing Women's Single Sculls,Bronze
107567,Frances Cowells Schroth,F,27,168,NA,United States,USA,1920 Summer,1920,Summer,Antwerpen,Swimming,Swimming Women's 100 metres Freestyle,Bronze
107567,Frances Cowells Schroth,F,27,168,NA,United States,USA,1920 Summer,1920,Summer,Antwerpen,Swimming,Swimming Women's 300 metres Freestyle,Bronze
107572,Karl Schrott,M,27,174,77,Austria-1,AUT,1980 Winter,1980,Winter,Lake Placid,Luge,Luge Mixed (Men)'s Doubles,Bronze
107662,Ernst Ludwig Emanuel Schultz,M,20,NA,NA,Denmark,DEN,1900 Summer,1900,Summer,Paris,Track and Field,Track and Field Men's 400 metres,Bronze
107687,Heinz Schulz,M,29,168,57,Germany,GER,1964 Summer,1964,Summer,Tokyo,Boxing,Boxing Men's Featherweight,Bronze
107723,Sandra Schumacher,F,17,176,59,West Germany,FRG,1984 Summer,1984,Summer,Los Angeles,Cycling,"Cycling Women's Road Race, Individual",Bronze
107732,Margit Schumann (-Esmarch),F,19,167,68,East Germany,GDR,1972 Winter,1972,Winter,Sapporo,Luge,Luge Women's Singles,Bronze
107758,Nino Schurter,M,22,173,68,Switzerland,SUI,2008 Summer,2008,Summer,Beijing,Cycling,"Cycling Men's Mountainbike, Cross-Country",Bronze
107776,Walter Schuster,M,26,NA,NA,Austria,AUT,1956 Winter,1956,Winter,Cortina d'Ampezzo,Alpine Skiing,Alpine Skiing Men's Giant Slalom,Bronze
107781,Carl Otto Schutte,M,24,NA,NA,United States,USA,1912 Summer,1912,Summer,Stockholm,Cycling,"Cycling Men's Road Race, Individual",Bronze
107799,Jrgen Schtze,M,21,187,87,East Germany,GDR,1972 Summer,1972,Summer,Munich,Cycling,"Cycling Men's 1,000 metres Time Trial",Bronze
107813,Erich Arthur Fritz Schwab,M,28,NA,NA,Switzerland,SUI,1948 Summer,1948,Summer,London,Track and Field,Track and Field Men's 10 kilometres Walk,Bronze
107817,Thomas Schwab,M,25,180,82,West Germany-1,FRG,1988 Winter,1988,Winter,Calgary,Luge,Luge Mixed (Men)'s Doubles,Bronze
107833,Michael Schwan,M,24,187,87,Germany,GER,1964 Summer,1964,Summer,Tokyo,Rowing,Rowing Men's Coxless Pairs,Bronze
107842,Florian Schwarthoff,M,28,201,83,Germany,GER,1996 Summer,1996,Summer,Atlanta,Track and Field,Track and Field Men's 110 metres Hurdles,Bronze
107843,Albert L. Schwartz,M,24,NA,NA,United States,USA,1932 Summer,1932,Summer,Los Angeles,Swimming,Swimming Men's 100 metres Freestyle,Bronze
107890,Karl Alfred Markus Schwarzmann,M,24,NA,NA,Germany,GER,1936 Summer,1936,Summer,Berlin,Gymnastics,Gymnastics Men's Parallel Bars,Bronze
107890,Karl Alfred Markus Schwarzmann,M,24,NA,NA,Germany,GER,1936 Summer,1936,Summer,Berlin,Gymnastics,Gymnastics Men's Horizontal Bar,Bronze
107912,"Melissa C. ""Missy"" Schwen-Ryan",F,28,172,65,United States,USA,2000 Summer,2000,Summer,Sydney,Rowing,Rowing Women's Coxless Pairs,Bronze
107930,"Friederike ""Fritzi"" Schwingl",F,26,NA,NA,Austria,AUT,1948 Summer,1948,Summer,London,Canoeing,"Canoeing Women's Kayak Singles, 500 metres",Bronze
107940,"Maximillian Baptist ""Max"" Sciandri",M,29,188,75,Great Britain,GBR,1996 Summer,1996,Summer,Atlanta,Cycling,"Cycling Men's Road Race, Individual",Bronze
107983,Coleman Lewis Scott,M,26,173,60,United States,USA,2012 Summer,2012,Summer,London,Wrestling,"Wrestling Men's Lightweight, Freestyle",Bronze
108020,Peter Markham Scott,M,26,NA,NA,Potsdam,GBR,1936 Summer,1936,Summer,Berlin,Sailing,Sailing Mixed One Person Dinghy,Bronze
108025,"Stephen ""Steve"" Scott",M,31,172,84,Great Britain,GBR,2016 Summer,2016,Summer,Rio de Janeiro,Shooting,Shooting Men's Double Trap,Bronze
108041,Rebecca Scown,F,28,178,70,New Zealand,NZL,2012 Summer,2012,Summer,London,Rowing,Rowing Women's Coxless Pairs,Bronze
108046,Timofei Scriabin,M,20,169,51,Soviet Union,URS,1988 Summer,1988,Summer,Seoul,Boxing,Boxing Men's Flyweight,Bronze
108047,Luca Scribani Rossi,M,23,170,75,Italy,ITA,1984 Summer,1984,Summer,Los Angeles,Shooting,Shooting Mixed Skeet,Bronze
65399,Team USSR,M,NA,NA,NA,Soviet Union,URS,1976 Summer,1976,Summer,Montreal,Rowing,Rowing Men's Coxless Fours,Bronze
108089,Mary Jane Sears,F,17,172,59,United States,USA,1956 Summer,1956,Summer,Melbourne,Swimming,Swimming Women's 100 metres Butterfly,Bronze
108094,Anna Banana Seaton (-Huntington),F,28,172,64,United States,USA,1992 Summer,1992,Summer,Barcelona,Rowing,Rowing Women's Coxless Pairs,Bronze
108139,Steen Klaaborg Secher,M,29,190,95,Denmark,DEN,1988 Summer,1988,Summer,Seoul,Sailing,Sailing Mixed Three Person Keelboat,Bronze
108188,Lon Se,M,22,NA,NA,France,FRA,1900 Summer,1900,Summer,Paris,Fencing,"Fencing Men's epee, Individual",Bronze
108188,Lon Se,M,22,NA,NA,France,FRA,1900 Summer,1900,Summer,Paris,Fencing,"Fencing Men's epee, Masters and Amateurs, Individual",Bronze
115968,Team USSR,F,NA,NA,NA,Soviet Union,URS,1980 Summer,1980,Summer,Moskva,Rowing,Rowing Women's Coxed Fours,Bronze
108242,Adolf Seger,M,27,172,75,West Germany,FRG,1972 Summer,1972,Summer,Munich,Wrestling,"Wrestling Men's Welterweight, Freestyle",Bronze
108242,Adolf Seger,M,31,172,75,West Germany,FRG,1976 Summer,1976,Summer,Montreal,Wrestling,"Wrestling Men's Middleweight, Freestyle",Bronze
108276,Bernardo Segura Rivera,M,26,175,62,Mexico,MEX,1996 Summer,1996,Summer,Atlanta,Track and Field,Track and Field Men's 20 kilometres Walk,Bronze
108279,Louis Sgura,M,18,NA,NA,France,FRA,1908 Summer,1908,Summer,London,Gymnastics,Gymnastics Men's Individual All-Around,Bronze
108299,Gerhard Seibold,M,25,180,71,Austria,AUT,1968 Summer,1968,Summer,Mexico City,Canoeing,"Canoeing Men's Kayak Doubles, 1,000 metres",Bronze
108301,Werner Seibold,M,28,174,78,West Germany,FRG,1976 Summer,1976,Summer,Montreal,Shooting,"Shooting Mixed Small-Bore Rifle, Three Positions, 50 metres",Bronze
134764,Team USSR,F,NA,NA,NA,Soviet Union,URS,1988 Summer,1988,Summer,Seoul,Track and Field,Track and Field Women's 4 x 100 metres Relay,Bronze
108306,Karin Seick,F,22,182,63,West Germany,FRG,1984 Summer,1984,Summer,Los Angeles,Swimming,Swimming Women's 100 metres Butterfly,Bronze
108337,Mohamed Ibrahim Seifpour Saidabadi,M,22,161,52,Iran,IRI,1960 Summer,1960,Summer,Roma,Wrestling,"Wrestling Men's Flyweight, Freestyle",Bronze
108343,Miguel ngel Seijas Cuestas,M,22,NA,NA,Uruguay,URU,1952 Summer,1952,Summer,Helsinki,Rowing,Rowing Men's Double Sculls,Bronze
108374,Katja Seizinger (-Weber),F,19,171,64,Germany,GER,1992 Winter,1992,Winter,Albertville,Alpine Skiing,Alpine Skiing Women's Super G,Bronze
108374,Katja Seizinger (-Weber),F,25,171,64,Germany,GER,1998 Winter,1998,Winter,Nagano,Alpine Skiing,Alpine Skiing Women's Giant Slalom,Bronze
108376,aban Sejdi,M,21,172,74,Yugoslavia,YUG,1980 Summer,1980,Summer,Moskva,Wrestling,"Wrestling Men's Lightweight, Freestyle",Bronze
108376,aban Sejdi,M,25,172,74,Yugoslavia,YUG,1984 Summer,1984,Summer,Los Angeles,Wrestling,"Wrestling Men's Welterweight, Freestyle",Bronze
108383,Jasna ekari (Brajkovi-),F,22,175,70,Yugoslavia,YUG,1988 Summer,1988,Summer,Seoul,Shooting,"Shooting Women's Sporting Pistol, 25 metres",Bronze
108389,Kazuto Seki,M,28,167,58,Japan,JPN,2004 Summer,2004,Summer,"Athens,GR",Sailing,Sailing Men's Two Person Dinghy,Bronze
108441,Monica Seles,F,26,179,70,United States,USA,2000 Summer,2000,Summer,Sydney,Tennis,Tennis Women's Singles,Bronze
108444,Larisa Yuryevna Seleznyova (-Makarova),F,20,161,52,Soviet Union-2,URS,1984 Winter,1984,Winter,Sarajevo,Figure Skating,Figure Skating Mixed Pairs,Bronze
108459,Nermedin Selimov Hyuseinov,M,26,155,52,Bulgaria,BUL,1980 Summer,1980,Summer,Moskva,Wrestling,"Wrestling Men's Flyweight, Freestyle",Bronze
108504,Humberto Selvetti,M,20,180,139,Argentina,ARG,1952 Summer,1952,Summer,Helsinki,Weightlifting,Weightlifting Men's Heavyweight,Bronze
108541,"Viktoriya Oleksandrivna ""Vita"" Semerenko",F,28,162,58,Ukraine,UKR,2014 Winter,2014,Winter,Sochi,Biathlon,Biathlon Women's 7.5 kilometres Sprint,Bronze
108574,Mikhail Vladimirovich Semyonov,M,24,168,66,Belarus,BLR,2008 Summer,2008,Summer,Beijing,Wrestling,"Wrestling Men's Welterweight, Greco-Roman",Bronze
108577,Mingiyan Arturovich Semyonov,M,22,155,55,Russia,RUS,2012 Summer,2012,Summer,London,Wrestling,"Wrestling Men's Featherweight, Greco-Roman",Bronze
108579,Sergey Viktorovich Semyonov,M,20,187,130,Russia,RUS,2016 Summer,2016,Summer,Rio de Janeiro,Wrestling,"Wrestling Men's Super-Heavyweight, Greco-Roman",Bronze
108617,Michael Senft,M,23,180,74,Germany-1,GER,1996 Summer,1996,Summer,Atlanta,Canoeing,"Canoeing Men's Canadian Doubles, Slalom",Bronze
108675,Hlya enyurt,F,18,NA,NA,Turkey,TUR,1992 Summer,1992,Summer,Barcelona,Judo,Judo Women's Extra-Lightweight,Bronze
108781,Andriy Viktorovych Serdinov,M,21,186,77,Ukraine,UKR,2004 Summer,2004,Summer,"Athens,GR",Swimming,Swimming Men's 100 metres Butterfly,Bronze
108790,Antonina Aleksandrovna Seredina,F,38,164,66,Soviet Union,URS,1968 Summer,1968,Summer,Mexico City,Canoeing,"Canoeing Women's Kayak Doubles, 500 metres",Bronze
108800,Ferenc Seres,M,34,153,48,Hungary,HUN,1980 Summer,1980,Summer,Moskva,Wrestling,"Wrestling Men's Light-Flyweight, Greco-Roman",Bronze
108812,Dmitry Nikolayevich Sergeyev,M,23,192,95,Unified Team,EUN,1992 Summer,1992,Summer,Barcelona,Judo,Judo Men's Half-Heavyweight,Bronze
